player_id,gsis_name,full_name,first_name,last_name,team,position,profile_id,profile_url,uniform_number,birthdate,college,height,weight,years_pro,status
00-0027530,R.Hamilton,Ryan Hamilton,Ryan,Hamilton,UNK,UNK,2507998,http://www.nfl.com/player/ryanhamilton/2507998/profile,,2/16/1987,Vanderbilt,74,210,1,Unknown
00-0027531,C.Ivory,Chris Ivory,Chris,Ivory,JAC,RB,2507999,http://www.nfl.com/player/chrisivory/2507999/profile,33,3/22/1988,Tiffin University,72,224,7,Active
00-0020508,M.Norris,Moran Norris,Moran,Norris,UNK,UNK,2504757,http://www.nfl.com/player/morannorris/2504757/profile,,6/16/1978,Kansas,73,250,12,Unknown
00-0025753,J.Ihedigbo,James Ihedigbo,James,Ihedigbo,UNK,UNK,2507301,http://www.nfl.com/player/jamesihedigbo/2507301/profile,32,12/3/1983,Massachusetts,73,214,8,Unknown
00-0020506,Ke.Smith,Kenny Smith,Kenny,Smith,UNK,UNK,2504755,http://www.nfl.com/player/kennysmith/2504755/profile,,9/8/1977,Alabama,76,303,7,Unknown
00-0020507,H.Evans,Heath Evans,Heath,Evans,UNK,UNK,2504756,http://www.nfl.com/player/heathevans/2504756/profile,,12/30/1978,Auburn,72,250,10,Unknown
00-0020504,D.Burgess,Derrick Burgess,Derrick,Burgess,UNK,UNK,2504753,http://www.nfl.com/player/derrickburgess/2504753/profile,,8/12/1978,Mississippi,74,255,10,Unknown
00-0020505,A.Wilson,Adrian Wilson,Adrian,Wilson,UNK,UNK,2504754,http://www.nfl.com/player/adrianwilson/2504754/profile,44,10/12/1979,North Carolina State,75,230,14,Unknown
00-0026229,S.Slaton,Steve Slaton,Steve,Slaton,UNK,UNK,945,http://www.nfl.com/player/steveslaton/945/profile,,1/4/1986,West Virginia,69,208,5,Unknown
00-0026228,B.Davis,Bruce Davis,Bruce,Davis,UNK,UNK,2507478,http://www.nfl.com/player/brucedavis/2507478/profile,,9/2/1985,UCLA,75,250,4,Unknown
00-0032115,"",Kaelin Clay,Kaelin,Clay,BAL,WR,2552651,http://www.nfl.com/player/kaelinclay/2552651/profile,16,1/2/1992,Utah,70,200,2,InjuredReserve
00-0026221,E.Doucet,Early Doucet,Early,Doucet,UNK,UNK,220,http://www.nfl.com/player/earlydoucet/220/profile,,10/28/1985,LSU,72,212,5,Unknown
00-0026220,B.Smith,Bryan Smith,Bryan,Smith,UNK,UNK,2710,http://www.nfl.com/player/bryansmith/2710/profile,,11/29/1983,McNeese State,74,250,3,Unknown
00-0026223,J.Zuttah,Jeremy Zuttah,Jeremy,Zuttah,BAL,C,846,http://www.nfl.com/player/jeremyzuttah/846/profile,53,6/1/1986,Rutgers,76,300,9,Active
00-0026222,D.Morgan,DaJuan Morgan,DaJuan,Morgan,UNK,UNK,2013,http://www.nfl.com/player/dajuanmorgan/2013/profile,,10/21/1985,North Carolina State,72,203,4,Unknown
00-0026225,C.Stevens,Craig Stevens,Craig,Stevens,UNK,UNK,1992,http://www.nfl.com/player/craigstevens/1992/profile,88,9/1/1984,California,75,263,8,Unknown
00-0026224,H.Douglas,Harry Douglas,Harry,Douglas,TEN,WR,222,http://www.nfl.com/player/harrydouglas/222/profile,83,9/16/1984,Louisville,72,183,9,Active
00-0026227,A.Fluellen,Andre Fluellen,Andre,Fluellen,UNK,UNK,1706,http://www.nfl.com/player/andrefluellen/1706/profile,96,3/7/1985,Florida State,74,302,7,Unknown
00-0026226,T.Zbikowski,Tom Zbikowski,Tom,Zbikowski,UNK,UNK,2000,http://www.nfl.com/player/tomzbikowski/2000/profile,,5/22/1985,Notre Dame,71,200,6,Unknown
00-0027280,D.Bishop,Devin Bishop,Devin,Bishop,UNK,UNK,2507863,http://www.nfl.com/player/devinbishop/2507863/profile,,7/17/1986,California,73,239,1,Unknown
00-0027281,P.Duncan,Paul Duncan,Paul,Duncan,UNK,UNK,2507864,http://www.nfl.com/player/paulduncan/2507864/profile,,6/18/1987,Notre Dame,79,315,1,Unknown
00-0027282,B.Garland,Ben Garland,Ben,Garland,ATL,C,2507865,http://www.nfl.com/player/bengarland/2507865/profile,63,4/6/1988,Air Force,77,308,3,Active
00-0027283,R.Geer,Riar Geer,Riar,Geer,UNK,UNK,497232,http://www.nfl.com/player/riargeer/497232/profile,,12/19/1986,Colorado,76,250,1,Unknown
00-0027286,K.McCarthy,Kyle McCarthy,Kyle,McCarthy,UNK,UNK,494285,http://www.nfl.com/player/kylemccarthy/494285/profile,,9/30/1986,Notre Dame,73,205,3,Unknown
00-0027287,N.Overbay,Nathan Overbay,Nathan,Overbay,UNK,UNK,2507867,http://www.nfl.com/player/nathanoverbay/2507867/profile,86,1/4/1987,Eastern Washington,77,260,1,Unknown
00-0027289,J.Stehle,Jeff Stehle,Jeff,Stehle,UNK,UNK,2507868,http://www.nfl.com/player/jeffstehle/2507868/profile,,4/4/1987,Wisconsin,78,310,2,Unknown
00-0031179,T.Hart,Taylor Hart,Taylor,Hart,SF,DE,2543747,http://www.nfl.com/player/taylorhart/2543747/profile,,2/22/1991,Oregon,78,281,3,Active
00-0031178,P.Shembo,Prince Shembo,Prince,Shembo,UNK,UNK,2543835,http://www.nfl.com/player/princeshembo/2543835/profile,53,12/24/1991,Notre Dame,72,254,2,Unknown
00-0031175,C.Marsh,Cassius Marsh,Cassius,Marsh,SEA,DE,2543868,http://www.nfl.com/player/cassiusmarsh/2543868/profile,91,7/7/1992,UCLA,76,245,3,Active
00-0031174,"",Bryan Stork,Bryan,Stork,UNK,UNK,2543584,http://www.nfl.com/player/bryanstork/2543584/profile,66,11/15/1990,Florida State,76,310,2,Unknown
00-0031177,"",Brent Urban,Brent,Urban,BAL,DE,2543765,http://www.nfl.com/player/brenturban/2543765/profile,96,5/5/1991,Virginia,79,300,3,Active
00-0031176,N.Lawson,Nevin Lawson,Nevin,Lawson,DET,CB,2543872,http://www.nfl.com/player/nevinlawson/2543872/profile,24,4/23/1991,Utah State,69,191,3,Active
00-0031171,P.Brown,Preston Brown,Preston,Brown,BUF,MLB,2543814,http://www.nfl.com/player/prestonbrown/2543814/profile,52,10/27/1992,Louisville,73,251,3,Active
00-0031170,"",Timmy Jernigan,Timmy,Jernigan,BAL,DE,2543461,http://www.nfl.com/player/timmyjernigan/2543461/profile,99,9/24/1992,Florida State,74,295,3,Active
00-0031173,J.Watkins,Jaylen Watkins,Jaylen,Watkins,PHI,DB,2543707,http://www.nfl.com/player/jaylenwatkins/2543707/profile,26,11/27/1991,Florida,71,194,2,Active
00-0031172,K.Thornton,Khyri Thornton,Khyri,Thornton,DET,DT,2543653,http://www.nfl.com/player/khyrithornton/2543653/profile,99,11/21/1989,Southern Mississippi,75,315,2,Active
00-0032149,"",John Miller,John,Miller,BUF,OG,2553436,http://www.nfl.com/player/johnmiller/2553436/profile,76,8/12/1993,Louisville,74,303,2,Active
00-0032148,"",Garrett Grayson,Garrett,Grayson,NO,QB,2552371,http://www.nfl.com/player/garrettgrayson/2552371/profile,18,5/29/1991,Colorado State,74,220,2,Active
00-0032145,"",Cameron Erving,Cameron,Erving,CLE,OL,2552240,http://www.nfl.com/player/cameronerving/2552240/profile,74,8/23/1992,Florida State,77,313,2,Active
00-0032144,"",Melvin Gordon,Melvin,Gordon,SD,RB,2552469,http://www.nfl.com/player/melvingordon/2552469/profile,28,4/13/1993,Wisconsin,73,215,2,Active
00-0032147,"",Ty Sambrailo,Ty,Sambrailo,DEN,OT,2552366,http://www.nfl.com/player/tysambrailo/2552366/profile,74,3/10/1992,Colorado State,77,315,2,Active
00-0032146,"",Bud Dupree,Bud,Dupree,PIT,OLB,2552289,http://www.nfl.com/player/buddupree/2552289/profile,48,2/12/1993,Kentucky,76,269,2,InjuredReserve
00-0032141,"",Geoff Swaim,Geoff,Swaim,DAL,TE,2553454,http://www.nfl.com/player/geoffswaim/2553454/profile,87,9/16/1993,Texas,76,260,2,Active
00-0032140,"",Ifo Ekpre-Olomu,Ifo,Ekpre-Olomu,MIA,CB,2552257,http://www.nfl.com/player/ifoekpre-olomu/2552257/profile,33,7/10/1993,Oregon,69,200,1,InjuredReserve
00-0032143,"",Danny Shelton,Danny,Shelton,CLE,DL,2552325,http://www.nfl.com/player/dannyshelton/2552325/profile,55,8/20/1993,Washington,74,335,2,Active
00-0024156,N.Cole,Nick Cole,Nick,Cole,UNK,UNK,2506844,http://www.nfl.com/player/nickcole/2506844/profile,,7/28/1984,New Mexico State,72,339,5,Unknown
00-0019921,J.Baker,Jason Baker,Jason,Baker,UNK,UNK,2504395,http://www.nfl.com/player/jasonbaker/2504395/profile,,5/17/1978,Iowa,74,205,11,Unknown
00-0030222,K.Reddick,Kevin Reddick,Kevin,Reddick,UNK,UNK,2539271,http://www.nfl.com/player/kevinreddick/2539271/profile,51,12/28/1989,North Carolina,73,240,2,Unknown
00-0030223,R.Shipman,Rayford Shipman,Rayford,Shipman,UNK,UNK,2541890,http://www.nfl.com/player/rayfordshipman/2541890/profile,,11/19/1989,Central Florida,77,242,,Unknown
00-0030220,E.Mealer,Elliott Mealer,Elliott,Mealer,UNK,UNK,2541866,http://www.nfl.com/player/elliottmealer/2541866/profile,,6/30/1989,Michigan,77,308,,Unknown
00-0030221,K.Milton,Keavon Milton,Keavon,Milton,UNK,UNK,2541868,http://www.nfl.com/player/keavonmilton/2541868/profile,66,6/23/1990,Louisiana-Monroe,76,324,3,Unknown
00-0030226,"",Johnny Adams,Johnny,Adams,UNK,UNK,2539261,http://www.nfl.com/player/johnnyadams/2539261/profile,25,6/9/1989,Michigan State,71,177,1,Unknown
00-0030227,Z.Boren,Zach Boren,Zach,Boren,UNK,UNK,2539652,http://www.nfl.com/player/zachboren/2539652/profile,,5/13/1991,Ohio State,72,255,1,Unknown
00-0030224,R.Sweeting,Rod Sweeting,Rod,Sweeting,UNK,UNK,2539236,http://www.nfl.com/player/rodsweeting/2539236/profile,30,9/28/1990,Georgia Tech,72,187,2,Unknown
00-0030225,C.Thomas,Chase Thomas,Chase,Thomas,UNK,UNK,2539314,http://www.nfl.com/player/chasethomas/2539314/profile,,6/10/1989,Stanford,75,255,1,Unknown
00-0030228,A.Bouye,A.J. Bouye,A.J.,Bouye,HOU,CB,2541162,http://www.nfl.com/player/a.j.bouye/2541162/profile,21,8/16/1991,Central Florida,72,191,4,Active
00-0022838,C.Snee,Chris Snee,Chris,Snee,UNK,UNK,2506028,http://www.nfl.com/player/chrissnee/2506028/profile,76,1/18/1982,Boston College,75,310,11,Unknown
00-0022839,D.Smith,Daryl Smith,Daryl,Smith,TB,LB,2506029,http://www.nfl.com/player/darylsmith/2506029/profile,51,3/14/1982,Georgia Tech,74,250,13,Active
00-0022832,S.Wells,Scott Wells,Scott,Wells,UNK,UNK,2506025,http://www.nfl.com/player/scottwells/2506025/profile,63,1/7/1981,Tennessee,74,302,11,Unknown
00-0022836,R.Gallery,Robert Gallery,Robert,Gallery,UNK,UNK,2506026,http://www.nfl.com/player/robertgallery/2506026/profile,,7/26/1980,Iowa,79,325,8,Unknown
00-0022837,T.Harris,Tommie Harris,Tommie,Harris,UNK,UNK,2506027,http://www.nfl.com/player/tommieharris/2506027/profile,,4/29/1983,Oklahoma,75,295,8,Unknown
00-0024169,T.George,Tearrius George,Tearrius,George,UNK,UNK,2506854,http://www.nfl.com/player/tearriusgeorge/2506854/profile,,12/3/1982,Kansas State,76,275,2,Unknown
00-0021214,A.Ayodele,Akin Ayodele,Akin,Ayodele,UNK,UNK,2505084,http://www.nfl.com/player/akinayodele/2505084/profile,,9/17/1979,Purdue,74,245,9,Unknown
00-0001563,D.Bowens,David Bowens,David,Bowens,UNK,UNK,2499731,http://www.nfl.com/player/davidbowens/2499731/profile,,7/3/1977,Western Illinois,75,265,12,Unknown
00-0026509,J.Valdez,Jose Valdez,Jose,Valdez,UNK,UNK,71497,http://www.nfl.com/player/josevaldez/71497/profile,,12/13/1986,Arkansas,78,324,2,Unknown
00-0026971,P.Chiara,Paul Chiara,Paul,Chiara,UNK,UNK,2507770,http://www.nfl.com/player/paulchiara/2507770/profile,,6/27/1985,Syracuse,70,204,1,Unknown
00-0026973,S.Walker,Sean Walker,Sean,Walker,UNK,UNK,2507772,http://www.nfl.com/player/seanwalker/2507772/profile,,8/15/1986,Vanderbilt,72,178,,Unknown
00-0026504,A.Kelly,Aaron Kelly,Aaron,Kelly,UNK,UNK,81837,http://www.nfl.com/player/aaronkelly/81837/profile,,4/2/1986,Clemson,77,203,1,Unknown
00-0019676,N.Rackers,Neil Rackers,Neil,Rackers,UNK,UNK,2504287,http://www.nfl.com/player/neilrackers/2504287/profile,,8/16/1976,Illinois,73,207,13,Unknown
00-0026505,J.Wilson,John Parker Wilson,John Parker,Wilson,UNK,UNK,81883,http://www.nfl.com/player/johnparkerwilson/81883/profile,,10/17/1985,Alabama,74,215,4,Unknown
00-0026974,B.Williams,Bobby Williams,Bobby,Williams,UNK,UNK,2507773,http://www.nfl.com/player/bobbywilliams/2507773/profile,,11/26/1985,North Alabama,74,194,1,Unknown
00-0026507,R.Shiver,Robert Shiver,Robert,Shiver,UNK,UNK,2507555,http://www.nfl.com/player/robertshiver/2507555/profile,,8/4/1985,Auburn,75,237,1,Unknown
00-0026601,M.Rubin,Mark Rubin,Mark,Rubin,UNK,UNK,2507607,http://www.nfl.com/player/markrubin/2507607/profile,,10/24/1985,Penn State,75,223,1,Unknown
00-0021922,D.Diehl,David Diehl,David,Diehl,UNK,UNK,2505447,http://www.nfl.com/player/daviddiehl/2505447/profile,66,9/15/1980,Illinois,77,304,12,Unknown
00-0028253,W.Yeatman,Will Yeatman,Will,Yeatman,UNK,UNK,2530615,http://www.nfl.com/player/willyeatman/2530615/profile,73,4/10/1988,Maryland,78,315,5,Unknown
00-0028250,A.Silvestro,Alex Silvestro,Alex,Silvestro,UNK,UNK,2530544,http://www.nfl.com/player/alexsilvestro/2530544/profile,,11/15/1988,Rutgers,75,260,1,Unknown
00-0028251,J.Tarpinian,Jeff Tarpinian,Jeff,Tarpinian,UNK,UNK,2530605,http://www.nfl.com/player/jefftarpinian/2530605/profile,52,10/16/1987,Iowa,75,240,4,Unknown
00-0028256,S.Siliga,Sealver Siliga,Sealver,Siliga,UNK,UNK,2495486,http://www.nfl.com/player/sealversiliga/2495486/profile,96,4/26/1990,Utah,74,325,4,Unknown
00-0028705,D.Alford,Dominic Alford,Dominic,Alford,UNK,UNK,2531028,http://www.nfl.com/player/dominicalford/2531028/profile,,2/22/1988,Minnesota,75,320,1,Unknown
00-0028254,C.Koepplin,Chris Koepplin,Chris,Koepplin,UNK,UNK,2530584,http://www.nfl.com/player/chriskoepplin/2530584/profile,,10/11/1985,Massachusetts,75,215,1,Unknown
00-0028707,C.Bryant,Corbin Bryant,Corbin,Bryant,BUF,DT,2531031,http://www.nfl.com/player/corbinbryant/2531031/profile,97,1/4/1988,Northwestern,76,300,4,Active
00-0028709,C.Bryant,Charlie Bryant,Charlie,Bryant,UNK,UNK,2531076,http://www.nfl.com/player/charliebryant/2531076/profile,,9/11/1987,Memphis,80,320,2,Unknown
00-0028258,D.Akinniyi,David Akinniyi,David,Akinniyi,UNK,UNK,2530476,http://www.nfl.com/player/davidakinniyi/2530476/profile,,6/23/1988,North Carolina State,76,256,1,Unknown
00-0029071,"",Kamar Jorden,Kamar,Jorden,UNK,UNK,2535725,http://www.nfl.com/player/kamarjorden/2535725/profile,12,5/17/1989,Bowling Green State,75,200,1,Unknown
00-0029070,B.Felder,Bobby Felder,Bobby,Felder,UNK,UNK,2535711,http://www.nfl.com/player/bobbyfelder/2535711/profile,39,9/23/1990,Nicholls State,71,200,2,Unknown
00-0029073,T.Nielsen,Tyler Nielsen,Tyler,Nielsen,UNK,UNK,2533009,http://www.nfl.com/player/tylernielsen/2533009/profile,,6/1/1988,Iowa,75,238,1,Unknown
00-0029075,C.Paredes,Corey Paredes,Corey,Paredes,UNK,UNK,2534884,http://www.nfl.com/player/coreyparedes/2534884/profile,,8/23/1989,Hawaii,70,230,1,Unknown
00-0029074,E.Owusu,Ernest Owusu,Ernest,Owusu,UNK,UNK,2534744,http://www.nfl.com/player/ernestowusu/2534744/profile,,5/26/1988,California,76,275,1,Unknown
00-0029076,A.Pasztor,Austin Pasztor,Austin,Pasztor,CLE,OG,2535837,http://www.nfl.com/player/austinpasztor/2535837/profile,67,11/26/1990,Virginia,79,308,4,Active
00-0029079,Q.Saulsberry,Quentin Saulsberry,Quentin,Saulsberry,UNK,UNK,2532944,http://www.nfl.com/player/quentinsaulsberry/2532944/profile,,10/14/1988,Mississippi State,75,300,1,Unknown
00-0019587,T.Smith,Terrelle Smith,Terrelle,Smith,UNK,UNK,2504204,http://www.nfl.com/player/terrellesmith/2504204/profile,,3/12/1978,Arizona State,72,246,10,Unknown
00-0021929,D.Lee,Donald Lee,Donald,Lee,UNK,UNK,2505451,http://www.nfl.com/player/donaldlee/2505451/profile,,8/31/1980,Mississippi State,76,248,10,Unknown
00-0025567,J.Rogers,Justin Rogers,Justin,Rogers,UNK,UNK,2507227,http://www.nfl.com/player/justinrogers/2507227/profile,,8/31/1983,Southern Methodist,76,250,3,Unknown
00-0025566,H.Blades,H.B. Blades,H.B.,Blades,UNK,UNK,2507226,http://www.nfl.com/player/h.b.blades/2507226/profile,,9/30/1984,Pittsburgh,70,242,5,Unknown
00-0025565,N.Folk,Nick Folk,Nick,Folk,NYJ,K,2507225,http://www.nfl.com/player/nickfolk/2507225/profile,2,11/5/1984,Arizona,73,222,10,Active
00-0025564,J.Bender,Jacob Bender,Jacob,Bender,UNK,UNK,2507224,http://www.nfl.com/player/jacobbender/2507224/profile,,4/25/1985,Nicholls State,78,315,5,Unknown
00-0025562,O.O'Neal,Oren O'Neal,Oren,O'Neal,UNK,UNK,2507223,http://www.nfl.com/player/oreno'neal/2507223/profile,,9/8/1983,Arkansas State,71,245,3,Unknown
00-0025561,T.Smith,Troy Smith,Troy,Smith,UNK,UNK,2507222,http://www.nfl.com/player/troysmith/2507222/profile,,7/20/1984,Ohio State,72,217,4,Unknown
00-0025560,M.Coe,Michael Coe,Michael,Coe,UNK,UNK,2495578,http://www.nfl.com/player/michaelcoe/2495578/profile,,12/17/1983,Alabama State,72,187,6,Unknown
00-0025569,A.Hayward,Adam Hayward,Adam,Hayward,UNK,UNK,2507229,http://www.nfl.com/player/adamhayward/2507229/profile,55,6/23/1984,Portland State,73,240,9,Unknown
00-0025568,R.Maui'a,Reagan Maui'a,Reagan,Maui'a,UNK,UNK,2507228,http://www.nfl.com/player/reaganmaui'a/2507228/profile,,7/6/1984,Hawaii,72,265,6,Unknown
00-0025877,M.Buggs,Marcus Buggs,Marcus,Buggs,UNK,UNK,2507348,http://www.nfl.com/player/marcusbuggs/2507348/profile,,9/21/1985,Vanderbilt,70,223,2,Unknown
00-0029401,T.Poole,Tauren Poole,Tauren,Poole,UNK,UNK,2532929,http://www.nfl.com/player/taurenpoole/2532929/profile,38,10/19/1989,Tennessee,70,210,2,Unknown
00-0029615,L.Miller,Lamar Miller,Lamar,Miller,HOU,RB,2533034,http://www.nfl.com/player/lamarmiller/2533034/profile,26,4/25/1991,Miami (Fla.),70,225,5,Active
00-0029614,C.Givens,Chris Givens,Chris,Givens,UNK,UNK,2535634,http://www.nfl.com/player/chrisgivens/2535634/profile,13,12/6/1989,Wake Forest,72,203,4,Unknown
00-0029617,J.Massaquoi,Jonathan Massaquoi,Jonathan,Massaquoi,UNK,UNK,2533455,http://www.nfl.com/player/jonathanmassaquoi/2533455/profile,52,5/11/1988,Troy,74,264,4,Unknown
00-0029616,R.Watkins,Rokevious Watkins,Rokevious,Watkins,UNK,UNK,2532969,http://www.nfl.com/player/rokeviouswatkins/2532969/profile,69,2/24/1989,South Carolina,75,338,3,Unknown
00-0029611,A.Brown,Aaron Brown,Aaron,Brown,UNK,UNK,2535133,http://www.nfl.com/player/aaronbrown/2535133/profile,,9/24/1988,Hawaii,72,237,1,Unknown
00-0029610,M.Harris,Mike Harris,Mike,Harris,UNK,UNK,2532858,http://www.nfl.com/player/mikeharris/2532858/profile,37,1/5/1989,Florida State,70,188,4,Unknown
00-0029613,D.Martin,Doug Martin,Doug,Martin,TB,RB,2532899,http://www.nfl.com/player/dougmartin/2532899/profile,22,1/13/1989,Boise State,69,223,5,Active
00-0029612,D.Richardson,Daryl Richardson,Daryl,Richardson,PIT,RB,2534789,http://www.nfl.com/player/darylrichardson/2534789/profile,38,4/12/1990,Abilene Christian,71,196,3,Active
00-0032967,"",Vernon Butler,Vernon,Butler,CAR,DT,2555243,http://www.nfl.com/player/vernonbutler/2555243/profile,92,6/14/1994,Louisiana Tech,76,325,,Active
00-0032966,"",Corey Coleman,Corey,Coleman,CLE,WR,2555333,http://www.nfl.com/player/coreycoleman/2555333/profile,19,7/6/1994,Baylor,71,185,,Active
00-0032965,"",Ronnie Stanley,Ronnie,Stanley,BAL,OT,2555204,http://www.nfl.com/player/ronniestanley/2555204/profile,79,3/18/1994,Notre Dame,78,320,,Active
00-0032963,"",Cayleb Jones,Cayleb,Jones,PHI,WR,2556840,http://www.nfl.com/player/caylebjones/2556840/profile,88,3/21/1993,Arizona,74,209,,InjuredReserve
00-0029618,C.Gatewood,Corey Gatewood,Corey,Gatewood,UNK,UNK,2536452,http://www.nfl.com/player/coreygatewood/2536452/profile,,7/13/1988,Stanford,70,190,1,Unknown
00-0025870,D.Brown,Darrick Brown,Darrick,Brown,UNK,UNK,2507345,http://www.nfl.com/player/darrickbrown/2507345/profile,,2/18/1984,McNeese State,76,200,2,Unknown
00-0031688,"",Denzel Rice,Denzel,Rice,UNK,UNK,2553736,http://www.nfl.com/player/denzelrice/2553736/profile,35,3/31/1993,Coastal Carolina,72,196,,Unknown
00-0029880,J.Stewart,Jonathan Stewart,Jonathan,Stewart,UNK,UNK,2540007,http://www.nfl.com/player/jonathanstewart/2540007/profile,,11/23/1990,Texas A&M,75,254,1,Unknown
00-0029882,M.Brooks,Michael Brooks,Michael,Brooks,UNK,UNK,2541612,http://www.nfl.com/player/michaelbrooks/2541612/profile,70,8/28/1991,East Carolina,75,276,2,Unknown
00-0029883,J.Fauria,Joseph Fauria,Joseph,Fauria,UNK,UNK,2539327,http://www.nfl.com/player/josephfauria/2539327/profile,80,1/16/1990,UCLA,79,267,3,Unknown
00-0029884,A.Holtz,Austin Holtz,Austin,Holtz,UNK,UNK,2541620,http://www.nfl.com/player/austinholtz/2541620/profile,,11/1/1989,Ball State,77,301,,Unknown
00-0029885,S.Miller,Steven Miller,Steven,Miller,UNK,UNK,2541628,http://www.nfl.com/player/stevenmiller/2541628/profile,40,3/23/1991,Appalachian State,67,172,1,Unknown
00-0029887,"",Joe Madsen,Joe,Madsen,UNK,UNK,2540234,http://www.nfl.com/player/joemadsen/2540234/profile,,9/1/1989,West Virginia,75,310,1,Unknown
00-0026035,D.Amendola,Danny Amendola,Danny,Amendola,NE,WR,2649,http://www.nfl.com/player/dannyamendola/2649/profile,80,11/2/1985,Texas Tech,71,190,8,Active
00-0026032,T.Smith,Taj Smith,Taj,Smith,UNK,UNK,2712,http://www.nfl.com/player/tajsmith/2712/profile,,9/30/1983,Syracuse,72,192,3,Unknown
00-0026033,M.Cox,Mike Cox,Mike,Cox,UNK,UNK,4235,http://www.nfl.com/player/mikecox/4235/profile,,7/11/1985,Georgia Tech,72,252,5,Unknown
00-0026039,J.Crosslin,Julius Crosslin,Julius,Crosslin,UNK,UNK,2507415,http://www.nfl.com/player/juliuscrosslin/2507415/profile,,11/1/1983,Oklahoma State,71,245,1,Unknown
00-0024765,E.Johnson,Ed Johnson,Ed,Johnson,UNK,UNK,2507125,http://www.nfl.com/player/edjohnson/2507125/profile,,12/18/1983,Penn State,74,296,4,Unknown
00-0024763,C.Ali,Charles Ali,Charles,Ali,UNK,UNK,2507123,http://www.nfl.com/player/charlesali/2507123/profile,,8/23/1984,Arkansas-Pine Bluff,74,255,5,Unknown
00-0030888,Jon. Brown,Jonathan Brown,Jonathan,Brown,UNK,UNK,2550321,http://www.nfl.com/player/jonathanbrown/2550321/profile,,6/22/1992,Illinois,73,230,1,Unknown
00-0029663,L.Lumpkin,Larry Lumpkin,Larry,Lumpkin,UNK,UNK,2537934,http://www.nfl.com/player/larrylumpkin/2537934/profile,,5/16/1991,Carson-Newman,72,234,1,Unknown
00-0033151,"",Joshua Garnett,Joshua,Garnett,SF,OG,2555138,http://www.nfl.com/player/joshuagarnett/2555138/profile,65,2/21/1994,Stanford,76,317,,Active
00-0027950,C.Ponder,Christian Ponder,Christian,Ponder,SF,QB,2495215,http://www.nfl.com/player/christianponder/2495215/profile,5,2/25/1988,Florida State,74,229,5,Active
00-0033156,"",Joey Bosa,Joey,Bosa,SD,DE,2555249,http://www.nfl.com/player/joeybosa/2555249/profile,1,7/11/1995,Ohio State,78,275,,Exempt
00-0027952,R.Quinn,Robert Quinn,Robert,Quinn,UNK,DE,2495485,http://www.nfl.com/player/robertquinn/2495485/profile,94,5/18/1990,North Carolina,76,264,6,Active
00-0032955,"",Kyler Fackrell,Kyler,Fackrell,GB,OLB,2555340,http://www.nfl.com/player/kylerfackrell/2555340/profile,51,11/25/1991,Utah State,77,245,,Active
00-0032952,"",Noah Spence,Noah,Spence,TB,DE,2555312,http://www.nfl.com/player/noahspence/2555312/profile,57,1/8/1994,Eastern Kentucky,74,251,,Active
00-0032953,"",Christian Hackenberg,Christian,Hackenberg,NYJ,QB,2555416,http://www.nfl.com/player/christianhackenberg/2555416/profile,5,2/14/1995,Penn State,76,228,,Active
00-0032950,"",Carson Wentz,Carson,Wentz,PHI,QB,2555259,http://www.nfl.com/player/carsonwentz/2555259/profile,11,12/30/1992,North Dakota State,77,237,,Active
00-0032951,"",Laquon Treadwell,Laquon,Treadwell,MIN,WR,2555214,http://www.nfl.com/player/laquontreadwell/2555214/profile,11,6/14/1995,Mississippi,74,215,,Active
00-0020867,M.Kemoeatu,Ma'ake Kemoeatu,Ma'ake,Kemoeatu,UNK,UNK,2504910,http://www.nfl.com/player/ma'akekemoeatu/2504910/profile,,1/10/1979,Utah,77,345,9,Unknown
00-0031096,A.Dixon,Ahmad Dixon,Ahmad,Dixon,UNK,UNK,2543696,http://www.nfl.com/player/ahmaddixon/2543696/profile,26,9/5/1991,Baylor,72,205,2,Unknown
00-0031097,T.Mitchell,Terrance Mitchell,Terrance,Mitchell,UNK,UNK,2543637,http://www.nfl.com/player/terrancemitchell/2543637/profile,21,5/17/1992,Oregon,71,190,2,Unknown
00-0031094,"",Jeremy Gallon,Jeremy,Gallon,UNK,UNK,2543818,http://www.nfl.com/player/jeremygallon/2543818/profile,,2/9/1990,Michigan,68,185,1,Unknown
00-0031095,"",Charles Leno,Charles,Leno,CHI,T,2550169,http://www.nfl.com/player/charlesleno/2550169/profile,72,10/9/1991,Boise State,75,305,3,Active
00-0031092,Z.Hocker,Zach Hocker,Zach,Hocker,UNK,UNK,2543781,http://www.nfl.com/player/zachhocker/2543781/profile,2,8/23/1991,Arkansas,72,191,1,Unknown
00-0031093,N.Freese,Nate Freese,Nate,Freese,UNK,UNK,2550158,http://www.nfl.com/player/natefreese/2550158/profile,3,8/18/1990,Boston College,71,192,,Unknown
00-0031090,J.Price,Jabari Price,Jabari,Price,MIN,CB,2543624,http://www.nfl.com/player/jabariprice/2543624/profile,25,8/31/1992,North Carolina,71,200,3,InjuredReserve
00-0031091,K.Small,Kiero Small,Kiero,Small,UNK,UNK,2550157,http://www.nfl.com/player/kierosmall/2550157/profile,35,5/1/1989,Arkansas,69,242,1,Unknown
00-0031098,"",Lonnie Ballentine,Lonnie,Ballentine,HOU,SAF,2549940,http://www.nfl.com/player/lonnieballentine/2549940/profile,39,4/23/1993,Memphis,75,215,3,PUP
